id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,log_saleprice,log_gr_liv_area,log_garage_area,log_total_bsmt_sf,log_mas_vnr_area
1146,531450090,20,RL,69.05520046484602,7153,Pave,NA,0,Lvl,0,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,1,6,1200.0,1,0.0,78.0,1279.0,GasA,4,Y,0,1294,0,0,1294,1.0,0.0,2,0,3,1,4,6,0,0,0,Attchd,1991.0,2,2.0,497.0,3,3,2,112,51,0,0,0,0,0,2,NA,0,6,2008,WD ,179200,12.096257779522967,7.165493475060845,6.208590026096629,7.153833801578843,4.48863636973214
2105,906380120,20,RL,68.0,8814,Pave,NA,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,1,6,925.0,1,0.0,349.0,1275.0,GasA,5,Y,0,1274,0,0,1274,1.0,0.0,2,0,3,1,4,6,0,0,0,Attchd,2005.0,2,2.0,509.0,3,3,2,264,98,0,0,0,0,0,0,NA,0,1,2007,New,203000,12.220961258023925,7.149916836132109,6.2324480165505225,7.150701457592526,4.394449154672439
1786,528435060,20,RL,83.0,9849,Pave,NA,0,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1689.0,1690.0,GasA,5,Y,0,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,0,0,0,Attchd,2007.0,2,3.0,955.0,3,3,2,0,56,0,0,0,0,0,0,NA,0,6,2007,New,248328,12.422505731952896,7.4318919168078,6.86171134048073,7.432483807917119,0.0
961,916382110,20,RL,79.0,14463,Pave,NA,1,HLS,0,Corner,0,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,5,3,PConc,5,3,4,6,1115.0,1,0.0,526.0,1642.0,GasA,5,Y,0,1641,0,0,1641,1.0,0.0,2,0,3,1,5,7,0,0,0,Attchd,2008.0,3,3.0,886.0,3,3,2,0,95,0,0,0,0,0,0,NA,0,1,2009,WD ,316500,12.665078520566368,7.403061091090091,6.786716950605081,7.403670290012373,6.008813185442595
1405,905403060,50,RL,50.0,5190,Pave,NA,0,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,570.0,571.0,GasA,3,Y,0,617,462,0,1079,0.0,0.0,1,0,2,1,3,5,0,1,4,Attchd,1948.0,1,1.0,250.0,3,3,2,135,0,0,0,0,0,0,0,NA,0,1,2008,WD ,125600,11.740857533016236,6.983789965258135,5.521460917862246,6.3473892096560105,0.0
1324,902406020,20,RM,65.0,9750,Pave,NA,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,3,3,CBlock,3,3,1,3,200.0,1,0.0,784.0,985.0,GasA,4,Y,0,984,0,0,984,1.0,0.0,1,0,2,1,2,5,0,0,0,Detchd,1959.0,1,1.0,309.0,3,3,0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,110000,11.608235644774552,6.891625897052253,5.733341276897746,6.892641641172089,5.10594547390058
1986,902205130,30,RM,50.0,6000,Pave,NA,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,5,250.0,1,0.0,710.0,961.0,GasA,4,Y,1,960,0,0,960,0.0,0.0,1,0,2,1,2,5,0,0,0,Detchd,1997.0,1,1.0,309.0,3,3,2,0,0,168,0,0,0,0,0,NA,0,7,2007,WD ,108500,11.594505451962652,6.866933284461882,5.733341276897746,6.8679744089702925,0.0
307,911204090,20,C (all),66.0,8712,Grvl,NA,0,Bnk,0,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,3,1,0.0,1,0.0,540.0,541.0,GasA,3,N,1,1044,0,0,1044,0.0,0.0,1,0,2,1,2,4,0,0,0,Basment,1952.0,1,2.0,505.0,3,3,0,0,0,0,0,0,0,0,0,Shed,54,6,2010,WD ,55993,10.932981961904135,6.950814768442584,6.22455842927536,6.293419278846481,0.0
180,902206220,50,RM,69.0,11851,Pave,NA,0,Lvl,0,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,4,780.0,1,0.0,247.0,1028.0,GasA,5,Y,0,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,0,1,4,Detchd,1948.0,1,1.0,241.0,3,3,2,0,100,126,0,0,0,0,0,NA,0,6,2010,WD ,129000,11.76756768334381,7.398174092970465,5.484796933490655,6.93537044601511,0.0
2896,916402125,20,RL,54.0,13811,Pave,NA,1,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,1,6,980.0,2,40.0,92.0,1113.0,GasA,4,Y,0,1137,0,0,1137,1.0,0.0,2,0,2,1,4,5,0,1,3,Attchd,1987.0,1,2.0,552.0,3,3,2,125,0,0,0,0,0,0,0,NA,0,7,2006,WD ,176000,12.078239274020289,7.036148493750536,6.313548046277095,7.014814351275545,4.290459441148391
668,535402090,20,RL,83.0,10143,Pave,NA,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,3,1,3,384.0,1,0.0,996.0,1381.0,GasA,2,Y,0,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,0,0,0,Attchd,1963.0,1,1.0,365.0,3,3,2,0,0,0,0,216,0,0,2,NA,0,6,2009,WD ,154000,11.944707881395766,7.22983877815125,5.8998973535824915,7.2305631534092925,5.69035945432406
1582,916402215,20,RL,93.0,18265,Pave,NA,0,Lvl,0,Corner,0,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,4,4,CBlock,4,4,3,6,920.0,3,60.0,276.0,1257.0,GasA,5,Y,0,1256,0,0,1256,0.0,0.0,2,0,3,1,4,6,0,1,2,Attchd,1986.0,1,2.0,579.0,3,3,2,282,0,0,0,0,0,0,0,NA,0,3,2008,WD ,180000,12.100712129872347,7.135687347028144,6.361302477572996,7.136483208590247,5.43372200355424
2285,923225050,120,RM,44.0,4224,Pave,NA,0,Lvl,0,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,874.0,1,0.0,268.0,1143.0,GasA,3,Y,0,1142,0,0,1142,1.0,0.0,1,1,3,1,3,6,0,1,1,Attchd,1976.0,3,2.0,529.0,3,3,2,536,90,0,0,0,0,0,3,NA,0,8,2007,WD ,134000,11.805595078933049,7.040536390215956,6.270988431858299,7.04141166379481,0.0
2079,905426010,20,RL,84.0,12615,Pave,NA,0,Lvl,0,Corner,0,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,4,3,5,477.0,1,0.0,725.0,1203.0,GasA,3,Y,0,2158,0,0,2158,1.0,0.0,2,0,4,1,4,7,0,1,4,Attchd,1950.0,1,2.0,577.0,3,3,2,0,29,39,0,0,0,0,3,NA,0,6,2007,WD ,243000,12.400816722322686,7.67693714581808,6.3578422665081,7.0925737159746784,0.0
2272,916475020,20,RL,85.0,14536,Pave,NA,0,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,3,6,1300.0,1,0.0,316.0,1617.0,GasA,5,Y,0,1629,0,0,1629,1.0,0.0,2,0,3,1,4,9,0,1,4,Attchd,2002.0,3,3.0,809.0,3,3,2,0,252,0,0,0,0,0,0,NA,0,11,2007,WD ,270000,12.506177237980511,7.395721608602045,6.695798917058491,7.388327859577107,5.4680601411351315
2250,914452190,20,RL,71.0,9187,Pave,NA,0,Bnk,0,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,336.0,1,0.0,748.0,1085.0,GasA,3,Y,0,1080,0,0,1080,0.0,0.0,1,1,3,1,3,5,0,0,0,Attchd,1983.0,1,2.0,485.0,3,3,2,120,0,158,0,0,0,0,0,NA,0,6,2007,WD ,134000,11.805595078933049,6.984716320118266,6.184148890937483,6.98933526597456,0.0
502,528365070,60,RL,90.0,9900,Pave,NA,0,Low,0,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,4,6,987.0,1,0.0,360.0,1348.0,GasA,5,Y,0,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,0,1,3,Attchd,1993.0,2,3.0,657.0,3,3,2,340,60,144,0,0,0,0,0,NA,0,4,2009,WD ,260000,12.468436909997665,7.880804344674901,6.48768401848461,7.206377291472252,5.54907608489522
2166,907420060,60,RL,64.0,8333,Pave,NA,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,738.0,739.0,GasA,4,Y,0,738,753,0,1491,0.0,0.0,2,1,3,1,4,7,0,1,4,Attchd,2006.0,2,2.0,485.0,3,3,2,100,30,0,0,0,0,0,0,NA,0,5,2007,WD ,168675,12.035729065495627,7.307202314764738,6.184148890937483,6.6052979209482015,0.0
1622,527158090,80,RL,69.05520046484602,10147,Pave,NA,1,Lvl,0,CulDSac,0,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,3,1,2,186.0,1,0.0,206.0,393.0,GasA,4,Y,0,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,0,1,3,BuiltIn,1994.0,3,2.0,399.0,3,3,2,256,64,0,0,0,0,0,3,NA,0,3,2007,WD ,160000,11.982929094215963,7.434847875211999,5.988961416889864,5.973809611869261,3.4965075614664802
1299,902136110,50,RM,44.0,5914,Pave,Grvl,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,684.0,685.0,GasA,4,Y,0,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,0,0,0,NA,0.0,0,0.0,1.0,0,0,0,0,165,30,0,0,0,0,0,NA,0,9,2008,WD ,95000,11.461632170582678,6.984716320118266,0.0,6.529418838262226,0.0
832,906392130,60,RL,79.0,11646,Pave,NA,1,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,704.0,705.0,GasA,5,Y,0,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,0,1,4,Attchd,2005.0,3,2.0,441.0,3,3,2,36,28,0,0,0,0,0,0,NA,0,7,2009,WD ,173000,12.061046873479915,7.259819610363186,6.089044875446846,6.558197802812269,0.0
2470,528488130,20,FV,60.0,7200,Pave,Pave,0,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1293.0,1294.0,GasA,5,Y,0,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,0,1,4,Attchd,2006.0,2,2.0,573.0,3,3,2,216,121,0,0,0,0,0,0,NA,0,8,2006,New,187750,12.142866569626381,7.170888478512505,6.35088571671474,7.165493475060845,0.0
1017,527301170,60,RL,46.0,20544,Pave,NA,1,Lvl,0,CulDSac,0,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,4,CBlock,4,3,1,1,0.0,1,0.0,791.0,792.0,GasA,4,Y,0,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,0,1,3,Attchd,1986.0,3,2.0,543.0,3,3,2,364,63,0,0,0,0,0,3,NA,0,11,2008,WD ,215000,12.2783933071098,7.646353722445999,6.297109319933935,6.674561391814426,4.820281565605037
1384,905107380,20,RL,69.05520046484602,9981,Pave,NA,1,Lvl,0,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,3,CBlock,3,3,2,4,221.0,1,0.0,852.0,1074.0,GasA,4,Y,0,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1967.0,2,1.0,271.0,3,3,2,0,90,0,0,0,0,0,3,NA,0,3,2008,WD ,120000,11.695247021764184,6.9782137426306985,5.602118820879701,6.97914527506881,5.831882477283517
1790,528439080,20,RL,70.0,8251,Pave,NA,0,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,4,3,6,778.0,1,0.0,716.0,1495.0,GasA,5,Y,0,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,0,1,4,Attchd,2005.0,2,2.0,673.0,3,3,2,192,35,0,0,0,0,0,0,NA,0,4,2007,WD ,249000,12.425208175446844,7.317212408359839,6.511745329644728,7.3098814858247865,4.969813299576001
2530,534175100,20,RL,78.0,10140,Pave,NA,0,Lvl,0,Inside,0,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,3,CBlock,3,3,1,4,553.0,2,68.0,713.0,1335.0,GasA,4,Y,0,1334,0,0,1334,1.0,0.0,2,0,3,1,3,7,0,0,0,Attchd,1967.0,2,2.0,478.0,3,3,2,0,20,35,0,264,0,0,0,NA,0,4,2006,WD ,164500,12.010665849187564,7.195937226475569,6.169610732491456,7.19668657083435,5.579729825986222
2893,916252170,120,RM,69.05520046484602,8239,Pave,NA,1,Lvl,0,Inside,0,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,1.0,GasA,4,Y,0,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,0,0,0,Attchd,1986.0,2,1.0,313.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,11,2006,WD ,230000,12.345834587905333,7.166265974133638,5.746203190540153,0.0,0.0
2027,903426010,70,RM,69.05520046484602,5700,Pave,NA,1,Lvl,0,Corner,0,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,3,336.0,1,0.0,336.0,673.0,GasA,4,N,1,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,0,1,4,Attchd,1979.0,1,2.0,457.0,3,3,2,0,0,70,0,0,0,0,4,NA,0,9,2007,WD ,140000,11.84939770159144,7.203405521083095,6.124683390894205,6.511745329644728,0.0
683,535452140,20,RL,60.0,7200,Pave,NA,0,Lvl,0,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,5,630.0,4,102.0,0.0,733.0,GasA,3,Y,0,732,0,0,732,1.0,0.0,1,0,2,1,3,4,0,0,0,Detchd,1952.0,1,1.0,241.0,3,3,2,0,68,0,0,0,0,0,0,NA,0,9,2009,WD ,118900,11.686038082678873,6.595780513961311,5.484796933490655,6.597145701886651,0.0
823,906378110,20,RL,71.0,9178,Pave,NA,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1468.0,1469.0,GasA,5,Y,0,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,0,1,4,Attchd,2008.0,2,3.0,905.0,3,3,2,192,142,0,0,0,0,0,0,NA,0,6,2009,WD ,239900,12.387977448827787,7.291656209174461,6.807934943699926,7.292337176173877,0.0
2374,527452070,120,RL,53.0,4043,Pave,NA,0,Lvl,0,Inside,0,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,727.0,4,156.0,186.0,1070.0,GasA,4,Y,0,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,0,1,1,Attchd,1975.0,2,2.0,441.0,3,3,2,0,55,0,0,225,0,0,0,NA,0,7,2006,WD ,146300,11.893414587008216,6.974478911025045,6.089044875446846,6.975413927455952,0.0
1594,923225080,120,RM,69.05520046484602,4224,Pave,NA,0,Lvl,0,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,769.0,1,0.0,271.0,1041.0,GasA,4,Y,0,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1975.0,1,2.0,500.0,3,3,2,0,100,0,0,0,0,0,0,NA,0,6,2008,WD ,124000,11.728036844587175,6.946975992135418,6.214608098422191,6.947937068614969,0.0
2049,905100060,190,RL,75.0,11235,Pave,NA,0,Lvl,0,Inside,0,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,925.0,1,0.0,0.0,926.0,GasA,3,Y,0,999,0,0,999,1.0,0.0,1,0,3,1,3,6,0,0,0,Detchd,1963.0,1,1.0,309.0,3,3,2,40,176,0,0,0,0,0,3,NA,0,3,2007,WD ,130000,11.77528972943772,6.906754778648554,5.733341276897746,6.8308742346461795,0.0
1813,531385070,20,RL,65.0,8450,Pave,NA,0,Lvl,0,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1349.0,1350.0,GasA,5,Y,0,1349,0,0,1349,0.0,0.0,2,0,3,1,3,6,0,0,0,Attchd,2000.0,1,2.0,540.0,3,3,2,120,55,0,0,0,0,0,4,NA,0,12,2007,WD ,179000,12.095141084822892,7.207118856207756,6.29156913955832,7.2078598714324755,4.6913478822291435
365,527180100,20,RL,99.0,11851,Pave,NA,0,Lvl,0,Corner,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1424.0,1425.0,GasA,5,Y,0,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,0,0,0,Attchd,1990.0,2,2.0,501.0,3,3,2,0,34,0,508,0,0,0,0,NA,0,5,2009,WD ,180500,12.103486056755072,7.273786317844895,6.2166061010848646,7.261927092702751,0.0
176,902125160,30,RM,47.0,4608,Pave,NA,0,Lvl,0,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,748.0,GasA,3,Y,0,747,0,0,747,0.0,0.0,1,0,2,1,3,4,0,0,0,Attchd,1945.0,1,1.0,221.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2010,WD ,80000,11.289781913656018,6.616065185132817,5.3981627015177525,6.617402977974478,0.0
510,528435030,20,RL,78.0,9262,Pave,NA,0,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1573.0,1574.0,GasA,5,Y,0,1578,0,0,1578,0.0,0.0,2,0,3,1,5,7,0,1,4,Attchd,2008.0,3,3.0,841.0,3,3,2,0,36,0,0,0,0,0,0,NA,0,5,2009,New,287090,12.567551034433226,7.363913501405819,6.734591659972948,7.3613754289773485,5.272999558563747
1326,902427045,20,RM,70.0,12702,Pave,NA,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,1.0,GasA,4,Y,1,882,0,0,882,0.0,0.0,1,0,2,1,3,4,0,0,0,Detchd,1956.0,1,1.0,309.0,3,3,2,0,45,0,0,0,0,0,0,NA,0,12,2008,WD ,97000,11.48246625748552,6.782192056006791,5.733341276897746,0.0,0.0
2423,528228360,120,RL,69.05520046484602,2938,Pave,NA,0,Lvl,0,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,3,6,1038.0,1,0.0,330.0,1369.0,GasA,5,Y,0,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,0,1,3,Attchd,2002.0,3,2.0,399.0,3,3,2,130,30,0,0,0,0,0,0,NA,0,5,2006,WD ,246990,12.417103128960582,7.32052696227274,5.988961416889864,7.221835825288449,3.713572066704308
1631,527175130,20,RL,160.0,18160,Grvl,NA,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,3,3,CBlock,3,3,3,4,550.0,1,0.0,752.0,1303.0,GasA,2,Y,0,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,0,1,3,Attchd,1964.0,1,2.0,481.0,3,3,1,0,108,246,0,0,0,0,3,NA,0,3,2007,WD ,154204,11.946031680112146,7.028201432058005,6.175867270105761,7.172424577124845,4.9344739331306915
1263,535425060,20,RL,76.0,11355,Pave,NA,1,Lvl,0,Corner,0,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,3,3,CBlock,3,3,1,4,637.0,1,0.0,675.0,1313.0,GasA,5,Y,0,1312,0,0,1312,0.0,0.0,1,1,3,1,3,6,0,1,4,Attchd,1958.0,2,2.0,496.0,3,3,2,0,304,144,0,0,0,0,3,Othr,6500,4,2008,WD ,186000,12.133501952695338,7.179307969504034,6.206575926724928,7.180069874302796,4.836281906951478
1046,527451550,160,RM,21.0,1680,Pave,NA,0,Lvl,0,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356.0,3,3,CBlock,3,3,1,3,350.0,1,0.0,280.0,631.0,GasA,3,Y,0,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,0,0,0,Detchd,1972.0,1,1.0,265.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,12,2008,WD ,111750,11.624019512475815,7.171656822768514,5.579729825986222,6.447305862541213,5.877735781779639
47,528176010,20,RL,110.0,14300,Pave,NA,0,HLS,0,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2847.0,GasA,5,Y,0,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,0,2,4,Attchd,2003.0,3,3.0,959.0,3,3,2,220,150,0,0,0,0,0,0,NA,0,6,2010,WD ,500000,13.122363377404328,7.899524472032198,6.8658910748834385,7.954021087278037,6.999422467507961
1424,906378190,60,RL,65.0,10616,Pave,NA,1,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,628.0,629.0,GasA,5,Y,0,628,728,0,1356,0.0,0.0,2,1,3,1,4,6,0,1,4,BuiltIn,2007.0,3,2.0,485.0,3,3,2,100,24,0,0,0,0,0,0,NA,0,3,2008,New,177439,12.086382166860469,7.212294468500341,6.184148890937483,6.444131256700441,0.0
429,528108070,60,RL,96.0,11308,Pave,NA,1,Lvl,0,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,3,6,936.0,1,0.0,168.0,1105.0,GasA,5,Y,0,1130,1054,0,2184,1.0,0.0,2,1,3,1,5,10,0,1,4,Attchd,2008.0,3,3.0,837.0,3,3,2,0,102,0,0,0,0,0,0,NA,0,7,2009,WD ,335000,12.721885810807203,7.688913336864796,6.729824070489475,7.007600613951853,5.043425116919247
1031,527359070,60,RL,80.0,10480,Pave,NA,0,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403.0,1,0.0,400.0,804.0,GasA,3,Y,0,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,0,1,4,Attchd,1976.0,2,2.0,484.0,3,3,2,0,69,0,0,0,0,0,0,NA,0,9,2008,WD ,205000,12.230765258120545,7.582738488914411,6.182084906716632,6.6895992691789665,6.493753839851686
1635,527184110,120,RL,35.0,5118,Pave,NA,1,HLS,0,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,4,6,926.0,1,0.0,386.0,1313.0,GasA,4,Y,0,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,0,1,3,Attchd,1990.0,2,2.0,485.0,3,3,2,0,64,140,0,0,0,0,0,NA,0,8,2007,WD ,212000,12.26434155365415,7.186144304522325,6.184148890937483,7.180069874302796,0.0
